input,output
了解了元始的钳锤，明白了牟尼的手法。,访真了元始钳锤，悟实了牟尼手段。
妖王说：“不用整理，我把它系在腰上。”,妖王道：“不用收拾，我带在腰间哩。”
行者说：“你们先别高兴得太早，我还没拿到袈裟，师父还没准备好出发呢。等我有机会拿到袈裟，让我师父安心出发，这才是你们的平安时刻。否则，我可不好惹！有茶饭吗？有草料吗？”,行者道：“你且休喜欢畅快，我还未曾到手，师父还未曾出门哩。只等有了袈裟，打发得我师父好好的出门，才是你们的安乐处；若稍有些须不虞，老孙可是好惹的主子！可曾有好茶饭与我师父吃？可曾有好草料喂马？”
行者迈着坚定的步伐，用严厉的声调说道：“我就是孙行者。”,行者进前一步，厉声道：“老孙便是。”
覆盖着凌云之势的婆娑影，并非属于繁华盛宴的群芳。,凌云势盖婆娑影，不在群芳艳丽场。
沙僧和八戒问：“那是谁？”,沙僧、八戒问道：“是那个猢狲？”
八戒说：“你这脓包，为什么以前不信仰，非要和我打架？这是怎么回事！”,八戒道：“你这脓包，怎的早不皈依，只管要与我打？是何说话！”
那呆子听到行者的声音，抬头一看，风停了，爬起来，抓住行者说：“哥哥，风好大！”,那呆子听见是行者的声音，却抬头看时，狂风已静，爬起来，扯住行者道：“哥哥，好大风啊！”
老者无可奈何，只能被迫服从。,长老无奈，只得曲从。
天门金光闪闪，连接着地面上的彩雾。,金光湛湛幌天门，彩雾辉辉连地里。
三藏遵从指示将其记录在心。,三藏依言记在心上。
三怪看到行者正在表演筋斗时，突然抖了抖身体，展现出真实的模样，然后挥动双翅，追赶着大圣。,三怪见行者驾筋斗时，即抖抖身，现了本象，扇开两翅，赶上大圣。
玉帝派遣李天王父子前来援助，却被他夺走了太子的六种武器。,蒙玉帝差遣李天王父子助援，又被他抢了太子的六般兵器。
行者驾驶着筋斗云回到慈云寺，寺中的僧人迎上前去，关切地问道：“唐老爷是否平安无恙？”,却说行者驾筋斗云复至慈云寺，寺僧接着，来问：“唐老爷救得否？”
行者说：“还有很多事情要说！但是周围人太多，不方便说。”,行者又道：“还有许多话哩！奈何左右人众，不是说处。”
魔王将枪尖轻轻放在地面上，发出命令，让小妖们聚集在一起。,那魔王把枪尖点地，喝令小妖齐来。
金箍棒和混铁棍，这两者在这场比拼中展现了他们的好战本性：不再以朋友相称，只顾着变幻自己的脸庞。,两个这场好斗：金箍棒，混铁棍，变脸不以朋友论。
东土长老感叹道：“我们这些人实在是没什么福气啊！这种没有文字的本体，取来又有什么用呢？竟然敢见到唐王！欺骗君王的行为，实在是非常严重的罪过！”,长老短叹长吁的道：“我东土人果是没福！似这般无字的空本，取去何用？怎么敢见唐王！诳君之罪，诚不容诛也！”
她被誉为昭君的美貌，实在是胜过西施。,说甚么昭君美貌，果然是赛过西施。
立刻拿起来，放在白色的玉石台阶上，告诉僧人和道士：“你们两家用各自的法力来猜那柜子里装的是什么宝贝。”,须臾抬出，放在白玉阶前，教僧道：“你两家各赌法力，猜那柜中是何宝贝。”
于是停止了用餐，转而询问取经的事宜。,遂此收了斋筵，却又问取经之事。
随身携带降龙伏虎，游遍天涯海角。,降龙伏虎谨随身，天涯海角都游遍。
众僧们你看我，我看你，赤着精赤，哭哭啼啼，都往灰里寻铜铁，拨去腐炭，扑出金银。,你看那众僧们，赤赤精精，啼啼哭哭，都去那灰内寻铜铁，拨腐炭，扑金银。
玉帝说：“只要他没事，天上的秩序就会保持稳定。”,玉帝道：“只得他无事，落得天上清平是幸。”
那行者左手伸开。,那行者将左手伸开。
刘洪道说：“江州有金山寺和焦山寺，你是在哪个寺里听到的消息？”,刘洪道：“这江州有个金山寺、焦山寺，听你在那个寺里去。”
走在坎坷的道路上，夜幕降临，只得在洪江渡口露宿。,途路艰苦，晓行夜宿，不觉已到洪江渡口。
在急速翻身的同时，无法站起来。被七圣紧紧按住，即将被捆绑上绳索，勾刀刺穿了琵琶骨，再也无法变化了。,急翻身爬不起来，被七圣一拥按住，即将绳索捆绑，使勾刀穿了琵琶骨，再不能变化。
在那一天，王同众人一同驾着云朵停在高峰之前，目睹着那水波的波澜壮阔，着实令人惊叹不已。,那天王同众都驾云停于高峰之前观看，那水波涛泛涨，着实狂澜。
在雅雅的幽幽乐声中，川川蜿蜒前行，迎接回迎着喜悦的回声。,雅雅幽幽供乐事，川川道道喜回迎。
三藏焦急地流着泪，陈老道安慰道：“老爷请放心，就算雪深，也不要太过忧虑。我舍下还有几石粮食，足够供养您们半生了。”,三藏心焦垂泪，陈老道：“老爷放心，莫见雪深忧虑。我舍下颇有几石粮食，供养得老爷们半生。”
行者急忙睁开眼睛，看到的是日值功曹。,行者急睁睛跳起来看，原来是日值功曹。
那名女子施展阵法，瞬间就卷起了阵阵旋风，一声呜咽，将唐僧摄走，消失得无影无踪，让人不知道他们到底去了哪里。,那女子弄阵旋风，呜的一声，把唐僧摄将去了，无影无踪，不知下落何处。
在庙外吵吵闹闹的两人，一边打斗一边穿过雾气和云层，最终到达了花果山。这让四大天王等众感到紧张，不得不更加小心提防。,两个嚷嚷闹闹，打出庙门，半雾半云，且行且战，复打到花果山，慌得那四大天王等众，提防愈紧。
他一心向取经，不愿停留，只好继续前行。,他取经心重，那里肯淹留，无已，遂行。
行者说：“刚才我看到一团红云从地升起，然后在空中化为烈火般的颜色，绝对是妖精无疑。这红云散去后，看起来像是路过这里的妖精，应该不敢伤害我们，我们走吧！”,行者道：“我才然间，见一朵红云从地而起，到空中结做一团火气，断然是妖精。这一会红云散了，想是个过路的妖精，不敢伤人，我们去耶！”
他将葫芦里的东西倾倒出来，然后像吃炒豆一样全部吃掉了。,他就把那葫芦都倾出来，就都吃了，如吃炒豆相似。
道士对七个女子说：“妹妹，这个宝贝如果普通人吃了，只要一毫就致命；如果神仙吃了，只要三毫就绝迹。这些和尚可能有点修为，得三毫。快拿来。”,道士对七个女子道：“妹妹，我这宝贝，若与凡人吃，只消一厘，入腹就死；若与神仙吃，也只消三厘就绝。这些和尚，只怕也有些道行，须得三厘。快取等子来。”
当认识到这是菩萨时，应该低头迎接。,知是菩萨，叩头接入。
在金头揭谛的引导下，一驾祥云飘然而至，很快就降落在南海边。他们沿着祥光来到了落伽山紫竹林，然后向金甲诸天和木叉惠岸传达了他们的旨意，终于见到了菩萨。, 却说金头揭谛一驾云，早到了南海，按祥光，直至落伽山紫竹林中，托那金甲诸天与木叉惠岸转达，得见菩萨。
那些猴子不知足，都想去抢那宝贝，结果就像蜻蜓撼大树一样，一动也不能动。,那些猴不知好歹，都来拿那宝贝，却便似蜻蜓撼铁树，分毫也不能禁动。
他教导我请求师兄帮忙，说道：“师兄是个仁义的君子，君子不会因为过去的事而记恨，一定会来帮助师父的困境。希望哥哥能考虑一下作为师长、终身父兄的责任，救他一命！”,就是他教我来请师兄的，说道：“师兄是个有仁有义的君子，君子不念旧恶，一定肯来救师父一难。’万望哥哥念一日为师、终身为父之情，千万救他一救！”
昨天在山坡下打死了两个剪路的人，师父责怪他。,前日在山坡下打杀两个剪路的强人，师父怪他。
"""他传授给我这种方法，必然已经了解。如果你找他，他会帮你念出来，你不会死的吧？""",“此法既是他授与我，他必然先晓得了。你若寻他，他念起来，你却不是死了？”
行者说：“我们已经到达了西牛贺洲的万寿山。”,”行者道：“行到西牛贺洲万寿山了。
老君说：“这件事和我无关，不能冤枉了别人。”,”老君道：“不干我事，不可错怪了人。
粉碎琵琶，逃离命在琴瑟。,捽碎琵琶顾命，跌伤琴瑟逃生。
两军奋力作战，不料哪家会平安无事，哪家会受伤！,两家舍死忘生战，不知那个平安那个伤！
这里不逊色于桃源洞，简直就是适合逃避世俗的好地方。,不亚桃源洞，堪宜避世情。
含泪回衙的小姐并未提起此事。,小姐含泪回衙不题。
我让你感到烦恼了吗？你为何如此憎恨我？,我那里恼了你来，你这等恨我？
真是不可思议：水势迅猛，冲破山头，穿越石壁。,真个是：漫过山头，冲开石壁。
行者说：“呆子又在胡说八道了，既然已经同意了他，就应该满足他的心愿。”,行者道：“呆子又乱谈了，既允了他，须与他了这愿心才是哩。”
菩萨说：“你的日子过得真悠闲！我也不需要你的衣服、铁棒、金箍，只要你拔下一根脑后的救命毫毛给我就行了。”,菩萨道：“你好自在啊！我也不要你的衣服、铁棒、金箍，只将你那脑后救命的毫毛拔一根与我作当罢。”
带着一群狗，手持鹰。,成群引着犬，满膀架其鹰。
何时能摆脱我佛如来所封印，再展绝世功绩！,自遭我佛如来困，何日舒伸再显功！
鸟被乒乓声吓了一跳，美人被吆喝声吓得四处散去。,乒乓惊得鸟难飞，吆喝吓得美人散。
有缘分就不用俗愿，无忧无虑就会遇见元龙。,有分有缘休俗愿，无忧无虑会元龙。
在烟霞之中，那位东华大帝君的神眷堪称第一。,圣号东华大帝君，烟霞第一神仙眷。
恐怕你们走得太慢了，有点贪玩，耽误了正事，所以我得催促你们赶紧行动。,恐你二位走得缓，有些贪顽，误了正事，又差我来催你们快去。
行者说：“是的，是的！”,行者道：“是是是！”
“福星说：“你真是个大胆的人，竟然敢骂人做奴才！”,”福星道：“你倒是个夯货，反敢骂人是奴才！
三藏只得握手示意，向他打招呼。那妖问道：“你是哪里来的和尚？来自何处？要去向何处？”,三藏只得双手合着，与他见个礼，那妖道：“你是那里和尚？从那里来？到那里去？”
八戒问：“这样怎么救师父？”,八戒道：“似这般怎生救得师父？”
流水迎面向前，波涛翻滚；高崖屹立在后，连接着地下的龙脉。,活水迎前，通天迭迭翻波浪；高崖倚后，山脉重重接地龙。
在米山旁边，有一只巨大的鸡，在那里悠闲地啄着米，慢悠悠地吃着。,米山边有一只拳大之鸡，在那里紧一嘴，慢一嘴，嗛那米吃。
在南方的三炁之间，英雄豪杰展露风采，回禄大神施展法术之力。,南方三炁逞英雄，回禄大神施法力。
